SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2311,4,1,Urban,1999,189190.664941434
2161,4,3,Suburb,2006,201439.896195508
2640,4,3,Rural,2019,226473.01382428
2535,4,2,Rural,1998,298226.107728819
1903,5,1,Rural,1995,270224.099640979
1729,4,3,Urban,1983,260707.021310261
2245,3,1,Rural,1970,224711.691889639
1330,5,2,Urban,1987,174969.095639382
1616,2,3,Suburb,1952,199597.129207715
1403,4,1,Urban,2009,136868.129007736
1507,5,1,Rural,2015,150491.202719601
2939,4,2,Suburb,1957,278620.14129046
2150,3,1,Urban,1997,228047.800734903
2288,4,1,Rural,1976,291093.480562553
2735,5,1,Urban,1953,256587.112330091
2787,3,3,Urban,1987,313613.298444886
2038,4,3,Suburb,2007,183568.313589589
1225,2,2,Rural,1974,75799.4579414479
1983,4,2,Urban,2014,215884.541146014
1864,4,3,Suburb,1970,163849.584137398
2128,3,1,Rural,1958,270044.994942062
1744,4,3,Suburb,1992,195529.878485692
1492,5,2,Urban,1995,151050.068302458
1318,5,2,Suburb,1978,130423.45995855
2242,3,3,Urban,2011,242392.898882739
2300,5,2,Rural,2015,280269.251080202
1772,2,2,Rural,2006,38895.1875185099
2916,4,2,Rural,2017,261916.304328725
2954,3,2,Rural,2009,309717.563122518
2364,5,2,Rural,1989,223513.205216638
1451,2,1,Suburb,1952,184212.79997796
2392,2,3,Rural,1952,148682.756444907
1943,3,2,Suburb,2011,205671.185020797
1847,3,2,Rural,2009,155415.964089447
2016,5,2,Suburb,1959,212457.004966384
2497,4,3,Urban,1992,242743.803791049
2213,2,3,Urban,1957,327552.863104445
1883,2,3,Rural,2011,217851.561152651
1418,3,2,Urban,2003,158533.780915112
2733,2,2,Rural,1958,328400.33380444
1864,3,3,Suburb,1956,295044.034341284
1788,4,1,Urban,1951,220749.376520059
2871,3,1,Suburb,1959,299546.624568175
1494,4,3,Urban,1970,254504.213660881
2062,5,2,Urban,1994,235369.710675756
1161,3,2,Rural,1989,136551.661661392
1120,5,1,Urban,1999,123791.372759783
2915,4,2,Rural,2007,391639.731650293
1398,2,3,Suburb,1958,136949.349049092
2285,5,2,Suburb,1992,275566.645161513
2985,3,2,Rural,1973,412454.162744177
1727,3,3,Suburb,1997,262948.34696813
2847,5,1,Rural,1992,332986.638420705
1560,5,3,Urban,2002,222310.949223901
1603,5,2,Suburb,1996,211001.406922891
2152,3,3,Rural,1972,163210.74304119
2856,5,3,Rural,1994,309576.368548341
1539,5,1,Urban,1996,246195.359600371
1355,4,1,Suburb,1978,170385.859995571
1659,5,2,Urban,2011,300238.345934359
1431,5,3,Suburb,1990,178873.721849115
2863,3,2,Suburb,1994,350775.915174041
2088,3,3,Urban,1978,202990.601477939
2241,2,3,Rural,2008,217512.037154324
1562,3,1,Urban,2004,151596.352825074
2450,3,3,Urban,1950,320779.309345834
1816,3,1,Rural,2011,164657.210732842
2944,3,3,Suburb,1973,281922.297730407
2097,5,2,Suburb,1959,238108.38285791
2483,2,2,Urban,1993,246975.94567736
2448,3,3,Urban,1975,270404.567755091
1710,5,1,Rural,1983,159895.682072426
2215,3,1,Urban,1953,229288.057436842
2212,2,1,Urban,1962,161891.41762264
1011,4,3,Suburb,1954,128353.84273658
1238,4,2,Urban,1997,135835.443611331
2895,2,1,Suburb,2021,374254.891850062
2616,5,2,Urban,1997,313307.600833783
1452,5,1,Rural,1984,190545.222156996
1382,2,3,Urban,2014,156551.014030463
1781,4,3,Urban,1975,172478.647209232
2825,3,1,Rural,1978,330924.212043493
1047,4,2,Rural,1985,95408.7974862511
1316,3,1,Rural,2010,157763.565547904
1208,2,1,Rural,1957,10102.3880862363
2570,2,1,Rural,1974,281285.055939832
2142,2,2,Urban,2002,222011.125958245
1576,4,1,Rural,1994,108183.078444056
1314,2,1,Urban,1989,130745.92024551
1753,4,3,Urban,1969,221932.686861453
2059,5,2,Rural,2001,160755.839532084
2486,3,3,Suburb,2015,323121.915434574
2787,3,3,Urban,1974,314420.438682576
1914,3,1,Suburb,2012,217597.547953537
1754,2,1,Rural,1976,232398.150765861
1553,3,1,Rural,1972,184309.879429765
2604,2,3,Rural,1995,231068.182660479
1402,4,2,Urban,1996,100992.728466554
2130,2,2,Suburb,1987,220083.502859794
1038,3,3,Urban,1962,99554.3935140611
1580,2,3,Rural,1997,150957.501623003
1179,2,2,Suburb,1983,168062.711327614
1011,4,1,Suburb,2006,159625.251161521
2362,2,2,Rural,2010,318988.581874317
1942,3,3,Rural,1959,214100.524721139
2739,2,1,Rural,2008,231391.168801373
1547,5,1,Urban,1987,167626.021071374
2149,2,2,Suburb,2000,211147.619988406
1062,5,1,Suburb,1998,171394.314885976
1843,3,3,Suburb,2002,180639.788175105
2105,5,2,Urban,2020,264657.796199686
2008,5,3,Urban,2017,254436.519314491
2842,5,3,Urban,2003,359643.863765734
2322,5,3,Urban,2002,216739.355921594
1033,5,2,Urban,2018,81777.1145745759
1751,2,3,Suburb,1951,231157.550260267
2632,4,3,Urban,2003,283112.251281038
1048,5,1,Rural,1984,109534.741262698
1657,3,1,Rural,1997,236667.611601651
2660,3,3,Rural,1978,277068.329674739
1700,2,1,Suburb,2010,172914.248527072
2080,4,2,Rural,2001,261819.802204167
2884,4,1,Suburb,1959,356854.561609575
1108,5,2,Rural,1961,196739.181509647
2540,3,2,Urban,1990,328215.595430952
1984,3,1,Rural,2016,209854.803640969
1023,2,1,Rural,2004,124601.97139449
1220,5,2,Suburb,2011,159512.104007274
2983,3,3,Suburb,1977,273956.561921255
1314,5,3,Urban,1989,169945.855579943
1293,4,3,Rural,2001,132926.569465274
2952,5,3,Rural,1969,282946.177914891
2033,5,1,Rural,2001,246716.017257184
2700,2,1,Urban,1968,272401.200971894
2019,2,2,Urban,1997,176105.625593824
2504,4,2,Urban,1998,279609.480326989
2750,4,3,Suburb,1989,199245.232720849
2017,5,2,Suburb,1958,280836.716827599
1637,3,1,Urban,1961,145184.258370154
1266,5,3,Suburb,2018,180018.220270107
2815,4,3,Suburb,2008,368417.519953733
1087,2,3,Urban,1987,129197.797270423
1454,2,2,Suburb,1995,122095.502196948
2649,4,3,Suburb,1984,349373.419027339
2556,5,1,Urban,1977,290112.5608342
2171,3,3,Urban,2011,282610.743093202
1756,2,2,Urban,2000,208155.799451084
2801,5,2,Rural,2012,373972.447214518
2752,3,3,Urban,2011,319579.645511983
1430,4,3,Rural,2005,196153.166905749
2775,5,2,Suburb,1962,329283.914975197
2966,3,1,Rural,1990,341268.214343834
1910,5,1,Urban,1986,249187.321766329
2963,2,3,Suburb,1998,304826.283095438
2767,4,3,Urban,1973,286872.152497484
2767,2,3,Suburb,2004,303966.284414637
1241,2,2,Suburb,2020,140814.307122851
1701,5,2,Suburb,1959,67176.4931302798
1901,4,3,Rural,1985,295512.406938469
1740,5,2,Urban,1961,183049.234326447
1065,3,2,Rural,2007,110009.731875191
1971,4,1,Urban,1956,172248.50926508
1377,2,2,Suburb,2019,93077.4334263401
1387,2,3,Rural,1983,166379.934416661
2814,2,1,Rural,1950,191734.219138878
1780,5,2,Rural,1974,286735.166651336
1208,5,1,Suburb,1970,153092.30576825
2438,5,2,Suburb,1976,325036.736851443
1015,4,2,Urban,1978,155944.264163433
2320,4,1,Urban,1953,341653.149392555
1985,4,2,Urban,1958,244173.577331744
2243,4,3,Suburb,1995,258470.249022215
2792,3,2,Suburb,1969,391450.997610285
1366,2,1,Rural,1996,153850.53939287
1779,5,1,Suburb,2011,127488.026074874
2252,5,2,Rural,1992,289363.301032282
2654,3,3,Rural,2005,234741.773119745
1439,2,2,Rural,2007,98864.0306502514
1689,2,2,Suburb,2005,192791.106320294
2555,3,2,Urban,1956,306549.04763454
2473,4,2,Rural,2002,227081.996997695
2059,2,3,Suburb,1985,190508.424378599
1846,4,2,Urban,1963,253840.042693708
1421,3,3,Suburb,1966,184535.36808992
2941,5,2,Suburb,2019,271137.758735269
2643,5,3,Urban,1992,287060.455741985
2212,5,2,Rural,1974,281341.163151097
2201,5,1,Rural,1998,174684.00690649
1607,2,2,Rural,1974,133202.153437098
2338,4,2,Urban,1983,272465.299765826
1019,5,1,Urban,1988,95661.0641277455
1675,5,1,Suburb,1962,271130.176095393
1381,5,2,Urban,1955,97897.3965389998
1608,3,3,Urban,1986,160888.076769034
1142,2,1,Urban,1993,129526.704515104
1061,3,1,Rural,1986,156929.008569164
2265,4,1,Suburb,1958,256382.24421327
1237,5,1,Suburb,1996,98085.2909824848
2154,2,1,Urban,1993,173509.376467146
2628,2,1,Suburb,1977,168311.057469422
2626,2,2,Suburb,1992,320693.453467928
2668,3,2,Suburb,1992,312301.913493946
2146,3,1,Suburb,2009,242560.87422979
2463,3,3,Suburb,2013,283013.460306734
1926,3,3,Rural,2021,272900.430699708
1341,4,3,Suburb,2018,197630.116900103
2442,5,2,Urban,2018,306992.261454139
2653,5,2,Rural,1983,347995.090359695
1454,3,2,Suburb,2010,185067.182820521
2221,3,2,Urban,1975,251974.223443878
1281,3,1,Rural,2012,109551.022753584
1885,4,1,Rural,1993,116001.797890611
2024,4,3,Rural,1962,186801.156271414
1722,2,3,Suburb,1970,223971.373285071
2798,5,1,Urban,1986,285118.074921429
2955,3,3,Suburb,1996,304037.416358182
2355,2,2,Suburb,1950,286964.410623415
2235,5,3,Urban,1998,169829.414528808
1086,2,2,Suburb,2013,162446.234498447
1664,4,3,Suburb,2014,235730.461188049
1861,4,2,Urban,2002,210501.655054239
2722,2,3,Rural,1952,288918.584602651
1060,2,2,Rural,1972,112816.231209529
1796,5,1,Rural,1990,240710.039308939
1094,3,1,Suburb,1970,88801.1883891556
1785,5,2,Suburb,2001,193134.974680319
2576,5,1,Urban,1960,346839.42415577
2170,4,3,Suburb,2015,223584.194779842
2269,4,1,Urban,2021,271896.197741079
2667,2,2,Rural,2010,286316.375794512
1960,4,1,Urban,1982,207302.893014566
1296,5,3,Rural,1991,196078.632375498
2146,2,2,Rural,1982,249348.524549656
2678,2,1,Suburb,2020,302655.938377449
1693,4,1,Suburb,2004,266563.86113119
2727,3,1,Rural,1991,145638.982887284
2479,4,3,Rural,1993,284035.057117205
1398,2,1,Urban,1985,173389.826071383
2742,2,3,Urban,2005,229369.172617811
1945,3,2,Suburb,1955,132414.471472908
2254,5,3,Rural,1951,172306.189843537
1533,2,1,Suburb,1998,347299.297548679
1401,3,2,Urban,1973,56795.2473547335
2615,5,1,Suburb,1954,200595.117500221
1129,4,1,Rural,1991,127472.635234414
1291,3,3,Rural,1992,220313.948398569
1275,5,1,Rural,2002,192000.853312744
1911,2,3,Rural,2017,202439.460154805
2858,2,2,Rural,1968,341232.019782257
2399,3,2,Urban,2000,303128.550702075
1925,4,2,Suburb,1999,213701.548601826
1054,3,1,Suburb,1956,58394.3249126836
2601,2,3,Suburb,1966,365627.490725766
1738,5,1,Urban,2021,232469.716579439
2049,4,1,Urban,2020,235975.678577334
2464,5,3,Suburb,1972,282672.002237985
1764,3,1,Suburb,2006,258562.424484102
2220,3,2,Urban,1972,300256.085999858
1641,5,3,Suburb,2007,81429.0965339453
2266,5,2,Suburb,1975,151806.694853787
2847,5,1,Rural,2007,351918.080448679
1723,3,1,Urban,1969,222609.601398362
2213,5,2,Suburb,1968,185871.410830321
1801,2,1,Urban,2002,172477.572163804
1737,5,1,Suburb,1983,238459.674732003
1757,2,3,Suburb,1993,178437.370707307
2591,2,3,Rural,1959,334325.417910798
1566,5,2,Urban,1955,52199.2747282502
2299,4,1,Rural,2010,270194.731008864
2841,4,2,Rural,2008,327565.618499511
2432,4,1,Suburb,1988,286398.413619263
1339,2,3,Urban,1974,181233.809220411
1152,4,3,Suburb,1998,185140.350042462
2588,4,1,Urban,2016,310779.711040892
2421,5,3,Rural,1987,282503.657219356
2467,3,3,Rural,1998,223435.537504716
2646,2,1,Urban,1955,201676.744996092
2003,3,3,Urban,1954,279910.423448602
1426,2,1,Suburb,1950,149288.282428785
2002,2,2,Rural,1966,173782.153673202
2981,4,1,Rural,1954,267133.446144073
2510,5,2,Urban,1983,277843.866878393
1203,3,1,Urban,1958,142511.62562032
2135,3,1,Rural,2011,238814.532255699
1324,4,1,Suburb,1977,106112.478617628
2982,3,1,Suburb,1966,309839.622427007
2281,3,1,Suburb,1976,202702.171424973
1949,2,2,Urban,2011,223930.186320678
2551,5,3,Urban,1962,321890.065021698
1950,5,1,Rural,2002,320722.007898365
2373,3,2,Rural,2017,190042.637428734
1938,3,2,Urban,1986,220868.845778825
1956,2,1,Suburb,1961,121028.858878457
2701,4,1,Rural,1995,205010.155634955
2836,2,1,Urban,1980,282048.5500153
1893,4,2,Suburb,2010,170812.081835623
1434,4,1,Urban,2008,146884.791599101
2449,2,1,Urban,1953,201655.327998903
2303,5,3,Suburb,2020,224966.923394792
1370,2,2,Rural,1998,237269.239695675
2693,4,1,Suburb,1993,280962.265030254
1932,5,2,Urban,2019,242597.079691764
1248,5,1,Suburb,1970,159482.092948159
1890,2,1,Suburb,2015,149764.542981177
1180,5,2,Urban,2009,195952.192343929
1702,5,2,Rural,1981,271197.55928461
1998,2,2,Urban,2017,262802.526214165
2674,3,2,Urban,2003,253405.560876336
1077,5,3,Suburb,1952,157509.109392401
1918,2,2,Urban,1993,181772.358404832
1884,2,1,Suburb,1990,171004.799013723
1335,3,1,Suburb,1964,141170.148727859
1049,5,2,Urban,1992,195561.237324787
1084,4,2,Rural,1956,198607.019500633
2718,4,2,Rural,1953,302338.753817649
1694,5,2,Suburb,1965,182567.778246457
1003,5,2,Suburb,2012,241114.123379012
1992,2,1,Suburb,2008,163323.996063084
2973,2,3,Rural,1994,381555.250711309
1316,4,2,Urban,1956,214351.129376253
2134,5,2,Urban,1971,224203.100544683
2357,2,2,Rural,2015,274482.383308984
2874,4,2,Rural,2002,329347.664345497
1762,4,3,Urban,1974,158711.657039242
2156,3,3,Suburb,1980,241879.784842491
1611,5,1,Rural,1997,211952.542383316
2004,3,2,Urban,1982,229603.302675726
1913,2,2,Rural,1973,144236.996730338
2707,2,1,Urban,1952,192890.441224723
1798,4,1,Suburb,1956,155706.515415143
1118,2,2,Suburb,1968,135215.246714614
1349,3,3,Rural,1981,147340.607766687
1916,5,1,Rural,2020,182674.366896977
1686,4,2,Rural,1998,239482.052880081
1541,4,2,Suburb,1959,65642.1774552011
2078,2,2,Rural,1971,272635.301159725
1360,4,1,Rural,1978,166660.240867514
1707,4,1,Urban,2012,280447.547530709
2476,5,1,Urban,1992,267946.687816572
2576,4,2,Suburb,1995,263333.492765324
1684,5,1,Suburb,1973,155741.428139347
1329,3,2,Urban,1958,217689.23489049
1218,4,3,Suburb,1973,155286.76600599
1207,3,3,Rural,1994,143424.408600714
2693,5,3,Rural,1982,288436.360885485
1844,4,1,Suburb,1951,281672.427983433
2763,2,2,Rural,1958,304189.167691265
1084,2,1,Urban,1954,95162.9313682764
1684,4,3,Rural,2017,288091.631265835
1244,5,2,Urban,2007,99759.9593109009
1871,2,3,Urban,2014,251959.541829485
2022,3,2,Suburb,2020,208836.860753991
2708,5,1,Urban,1995,344526.493335898
2358,5,2,Rural,1972,259902.191329307
2235,4,3,Urban,2020,332523.10468714
1595,3,2,Urban,1968,140405.947702121
1684,5,2,Rural,2000,208958.117221317
2206,4,3,Urban,1975,203713.567678854
2978,3,3,Urban,2002,380823.025338802
2156,5,3,Rural,2013,194004.468842029
2013,2,3,Suburb,1985,227781.572350138
2013,3,2,Suburb,1983,228016.935436779
2915,5,2,Rural,1956,286792.554239222
2823,3,3,Rural,1995,340428.793335367
2797,2,2,Suburb,2004,216919.989358359
1349,5,3,Rural,2005,168448.939513324
1281,2,2,Urban,1987,160466.08820273
1292,4,1,Urban,2019,181428.481804143
2292,4,2,Urban,2017,208296.762046342
2884,5,3,Rural,2019,413823.073399805
2220,5,1,Suburb,1986,310318.535824273
2560,3,1,Suburb,1996,326779.543498036
2676,5,3,Suburb,2011,180863.52932943
1983,4,3,Urban,1956,224531.36580659
2758,5,2,Suburb,1958,361744.695293233
1019,3,2,Suburb,1987,150719.994170389
1758,4,1,Rural,1983,267110.90007761
2863,5,2,Rural,2013,336453.805832565
2979,2,2,Urban,1960,314238.880142367
2736,2,2,Rural,1988,258068.725960105
1404,2,1,Rural,2004,151802.62040464
2138,2,2,Urban,2018,207972.569242577
2918,3,2,Rural,1973,325407.981040509
1700,2,3,Urban,1989,167879.380084709
1979,2,1,Rural,1978,137996.989376474
2998,5,3,Urban,1997,290521.912512808
1025,2,1,Suburb,1996,93267.5450238293
1565,2,3,Suburb,1976,139435.251892518
2705,5,3,Suburb,2006,378828.20142585
1394,4,3,Suburb,1998,148561.547473172
2956,3,3,Suburb,2005,219533.514032806
2000,3,2,Rural,1955,253157.94719964
2404,4,2,Rural,1962,162328.98988179
1522,5,2,Urban,1998,206854.682324772
2562,4,3,Rural,1984,329778.518751609
1861,3,1,Suburb,1986,140991.661580929
2106,3,1,Suburb,1987,214704.464442372
1801,4,3,Rural,1986,251840.599577126
1549,2,3,Rural,1990,241457.918893404
2468,3,2,Suburb,1976,295278.064406006
1086,4,3,Rural,1992,174292.312638061
2972,2,2,Suburb,1971,258558.433973306
1832,2,2,Suburb,1963,103632.47260091
1386,5,3,Urban,2001,171146.24159472
1962,4,1,Suburb,1976,105812.58428537
1667,3,1,Urban,2006,194631.208267091
2421,5,3,Rural,2005,263152.855643884
2843,3,2,Urban,1989,282718.936987592
1285,2,2,Rural,1979,179012.771381369
1697,4,1,Rural,1978,159758.889741079
2717,2,2,Urban,1966,221254.863593827
1964,2,1,Rural,1958,223805.50090279
1368,2,3,Rural,1989,243616.496681638
1654,4,3,Suburb,1989,229560.750375157
2445,5,2,Suburb,1955,329667.563489697
2741,3,3,Suburb,1970,319235.011030659
1653,2,3,Rural,1999,224078.781313857
1696,3,2,Urban,1954,232840.509606238
2466,3,2,Urban,1990,279387.380535266
2776,5,1,Rural,1983,268138.840062867
2543,4,3,Urban,2014,343312.009745322
2023,3,3,Rural,1956,254136.81775597
2607,5,2,Suburb,1990,291038.214067642
1914,3,3,Rural,2004,216878.750236677
1287,2,1,Urban,1976,181467.598420238
1094,5,1,Urban,2009,126370.369430892
1668,4,2,Suburb,1972,273856.339497701
1040,4,3,Urban,1981,175596.56769449
1330,2,1,Rural,1994,185062.514175955
2836,2,3,Urban,1980,282143.143741268
2804,3,2,Suburb,2006,322109.601097827
2178,5,2,Rural,1999,211088.748093056
1503,5,3,Rural,1954,297015.138707829
1274,5,1,Rural,1995,230236.118500877
2689,5,2,Suburb,1963,297922.977770366
2588,3,3,Urban,1967,268524.861894082
1178,5,3,Urban,1990,212540.994151896
2956,5,1,Suburb,2003,398719.453809164
2775,4,2,Rural,1955,280938.975781975
1136,4,3,Suburb,1979,149079.343685009
1766,3,2,Urban,2009,231549.977002037
1987,2,2,Suburb,2004,229845.139161962
2759,4,2,Suburb,1984,355676.157481944
2203,2,3,Urban,1966,375246.416247942
2205,3,3,Urban,1994,271047.541860265
2282,4,1,Rural,1968,323400.162440239
1242,4,1,Suburb,1961,107574.553216382
2119,3,2,Rural,1970,294983.268450207
1196,5,3,Rural,1956,194440.662202976
2927,3,2,Urban,2003,376198.899702687
1525,2,3,Urban,2011,181245.625057737
1631,2,3,Suburb,1997,202079.892204136
2410,5,2,Rural,1999,239333.522938077
1407,3,1,Suburb,1977,88744.2674999461
2292,3,3,Urban,1990,195292.510488596
2194,5,2,Suburb,1952,285006.176345635
2948,3,1,Rural,1957,300708.761333956
2607,4,1,Urban,1965,158820.939301332
1690,3,3,Suburb,1966,218921.90999793
1169,4,2,Suburb,1978,42560.7378661498
1158,3,1,Urban,1954,111152.789015655
2532,4,3,Rural,2004,194802.510056277
1446,2,2,Urban,1979,162059.597346857
2689,5,3,Urban,2000,264380.798909047
2937,2,2,Urban,1986,312869.775014505
2017,4,3,Rural,1960,202455.137559977
2105,5,3,Urban,1987,342173.511704755
2080,2,2,Rural,1988,272298.358337143
2542,2,3,Urban,1975,265258.087709841
1111,4,2,Suburb,2009,165642.569621473
1047,3,1,Rural,1986,154925.630378944
2615,3,1,Urban,1964,312704.166560389
2910,4,3,Rural,1991,288468.066023936
1375,2,2,Rural,1968,132711.316652842
1827,3,1,Suburb,2013,221619.111973126
1032,3,2,Suburb,1955,74387.8829451271
1503,2,1,Rural,2013,84618.0373298793
1626,4,2,Suburb,1965,234190.392910794
2919,4,2,Suburb,1989,236564.833147414
2026,3,1,Rural,1977,189089.824359909
2509,4,1,Suburb,1984,251987.641605492
2539,2,3,Rural,1981,252590.71813848
2891,4,2,Urban,2007,389147.914336228
2795,5,3,Rural,1972,302199.040889049
1041,4,1,Urban,1973,130927.490490173
1008,4,1,Urban,2003,150476.457461443
1999,4,2,Urban,2009,223068.136579969
1818,5,2,Suburb,1977,259103.341872443
1656,2,1,Rural,1973,202487.856579207
2936,4,3,Rural,2021,386089.140353732
2632,3,2,Suburb,1963,303865.821077743
2811,4,2,Rural,1982,315724.479287951
2165,5,3,Rural,1998,150088.53726748
1789,5,1,Rural,2006,155627.519999838
2459,3,1,Suburb,1959,310255.932127204
2050,5,1,Rural,1978,199618.100192401
2066,5,1,Suburb,1970,232881.647107195
2154,5,3,Urban,2008,258110.947317761
2239,2,1,Suburb,1978,222453.722765193
2629,5,2,Rural,1981,378490.377875574
2543,4,2,Suburb,1987,169254.697243719
1597,3,2,Urban,1958,238500.828851869
2368,4,3,Rural,1983,277366.146398851
2531,4,3,Rural,1995,254553.984776482
2673,3,2,Urban,1988,339118.046028218
2904,2,1,Suburb,1983,246545.840248505
2436,2,1,Urban,1962,305498.703640432
1935,5,1,Rural,1956,179522.733529114
2269,2,1,Urban,2016,217255.718328866
2472,2,2,Rural,1993,297310.645876999
2011,5,1,Rural,1973,224639.929637727
1020,2,3,Urban,1954,160945.421231505
1998,2,1,Urban,1999,224963.868343172
2431,5,1,Urban,1958,258759.275508933
1456,4,2,Suburb,2010,179430.369314608
2467,4,1,Rural,1989,296547.379489401
2013,3,2,Rural,1978,205810.105630555
2945,2,2,Rural,1992,337838.194076963
1264,5,1,Urban,2007,147970.684657292
2683,5,2,Rural,1979,293616.151530154
1183,2,3,Urban,1990,161481.027822062
1226,2,2,Urban,1957,103555.118256266
2827,5,2,Suburb,1964,237717.531356891
2571,5,1,Rural,2002,303212.396217426
2269,5,1,Suburb,1971,160482.733060475
2096,3,2,Urban,2014,264954.421324883
2173,4,3,Rural,2014,337377.901261021
2536,5,3,Rural,2010,320454.956181914
2092,4,2,Rural,1981,325120.828903038
1968,2,2,Rural,2004,175133.294334612
1804,4,2,Urban,1982,122889.998960111
2253,4,2,Rural,1956,259316.031891854
1722,4,1,Rural,1960,249618.775160974
2095,2,2,Rural,1956,216743.636559594
2001,4,2,Suburb,1963,302758.471293966
1874,4,3,Rural,2013,360193.959486016
2631,3,2,Suburb,1957,158378.133863592
2420,2,2,Suburb,2000,290990.438444707
1083,4,2,Rural,1950,203717.151501495
1739,2,2,Urban,1978,276802.626658071
2322,5,2,Urban,2004,209581.810218148
2771,4,3,Rural,1995,253187.865067278
2316,2,1,Urban,1955,208763.337045562
2757,4,1,Rural,1985,325187.972037329
2993,4,3,Rural,1996,321660.32664925
1222,5,2,Rural,1994,226409.409002083
1792,3,3,Urban,1995,239440.377799517
1732,2,2,Urban,1973,217062.861405287
2239,4,1,Rural,1988,249245.086791159
2254,5,1,Rural,1981,278679.635878403
1404,5,1,Urban,1988,174649.837353115
2192,3,2,Rural,1971,233767.246394561
1328,3,2,Suburb,2000,126570.873814002
1425,5,3,Suburb,1958,193786.556382165
2577,5,2,Urban,1969,357869.426813568
1769,2,2,Suburb,1967,159504.23695018
2219,2,1,Urban,1982,206224.110121966
2927,5,2,Suburb,1980,333394.184943737
1607,5,3,Urban,1985,257342.411562093
2852,3,3,Suburb,1951,223206.352450021
1525,2,1,Urban,2015,206504.24192121
1624,5,2,Suburb,1962,171711.513793737
1076,2,1,Rural,1971,192927.580428556
2300,2,1,Urban,1972,180576.023946934
1919,5,3,Rural,1982,286745.168056937
1945,5,1,Urban,1950,275327.516571646
1465,4,1,Urban,1985,297955.253967202
2964,2,3,Urban,1988,273289.505797056
2471,2,1,Rural,2010,287381.043031921
2343,3,1,Urban,1984,258483.47587195
2945,3,2,Urban,1962,302714.743713752
2183,3,2,Urban,2012,249034.261977585
1491,2,2,Suburb,1992,277381.19468795
1312,5,2,Rural,2016,146185.554363614
2654,5,3,Urban,1960,213636.869740134
2972,5,3,Rural,1978,321104.97830074
2184,2,2,Rural,2002,201893.265817741
1307,5,1,Suburb,1990,101514.549497525
2886,3,1,Rural,1987,221804.538910104
2169,5,1,Suburb,1952,308763.099409697
2698,5,2,Rural,1993,302210.24988439
2419,3,1,Suburb,2012,216332.998236669
1690,4,3,Suburb,1955,161009.592311461
1088,4,2,Rural,1986,275223.456296961
1734,4,2,Rural,1978,243617.58123185
1777,2,1,Urban,1978,161523.845127286
1750,2,2,Suburb,1979,162213.104957371
2331,3,1,Rural,1955,349466.14938662
2569,4,2,Urban,2003,324062.648572419
1370,2,1,Rural,2000,86754.0292276484
1450,5,1,Suburb,1975,124545.314586303
1166,4,1,Urban,1961,189535.735046755
1391,4,1,Rural,1966,206396.215633902
2660,2,1,Urban,1995,314817.661590732
1735,4,3,Rural,1965,208985.821259532
1490,3,3,Rural,1995,137120.832823034
1924,3,1,Suburb,1969,283053.251639922
2173,2,3,Urban,1955,241922.275737641
2491,4,1,Rural,2011,336745.433227985
2989,3,1,Rural,1952,373405.317049275
2724,4,3,Urban,1961,338820.612127457
2066,3,3,Urban,2017,230443.162572787
1944,3,1,Urban,1956,202636.875513433
1028,4,3,Urban,1974,130116.159617032
2897,2,2,Suburb,1989,376597.228527343
2655,2,3,Suburb,1950,263937.877414768
2872,2,1,Suburb,2021,295037.530886998
2054,4,2,Urban,2017,261551.750040262
1692,4,3,Suburb,2011,292276.717056477
2697,4,3,Rural,1968,324855.220782022
1127,2,3,Suburb,1954,139869.246650298
1766,4,3,Rural,1999,187953.47218762
2317,2,3,Rural,1998,378588.852012853
1440,3,1,Suburb,2008,154414.038786156
1868,2,3,Rural,2009,159575.545219131
2411,2,2,Rural,2014,306374.990799455
2789,5,3,Suburb,1953,337233.402228626
2665,5,3,Rural,1985,264573.720549524
1523,2,1,Suburb,1966,173464.704339031
2570,5,1,Urban,1995,319915.588918085
2733,4,2,Urban,1979,341745.950736329
1759,5,1,Rural,1957,194379.62480663
1109,5,2,Rural,2017,171722.085352371
2351,5,3,Rural,1995,356111.708764515
2428,2,1,Suburb,1995,273469.846511858
2268,3,3,Urban,2021,296309.617620952
2785,3,3,Urban,1958,294239.158436639
2901,3,1,Urban,1952,292517.118774971
2852,3,1,Urban,1971,290552.052961059
1162,3,1,Rural,1955,82744.4514972469
1559,3,3,Urban,1960,107190.216595473
1398,2,1,Urban,2007,195614.762710325
1582,4,2,Rural,1966,216234.372512767
1398,4,2,Rural,1964,181831.274504061
2516,3,1,Suburb,1969,210325.544963599
2669,5,2,Rural,1953,410315.211845411
1238,5,1,Urban,1985,92796.0024218642
2488,2,3,Urban,2017,239016.679606845
2603,3,2,Urban,1950,258612.869750047
2813,3,2,Suburb,2004,280614.900298011
2055,5,2,Suburb,1992,283012.790123923
2146,3,2,Suburb,2009,230914.387882512
2557,3,2,Rural,2019,225516.664001279
2690,5,3,Urban,1989,337260.117839097
1109,4,2,Suburb,1952,103049.599409816
2294,4,1,Urban,1980,228366.85281104
2403,2,2,Suburb,2017,188312.521118977
1299,5,1,Rural,1960,194453.90677958
2650,2,1,Rural,1972,224628.157088081
2755,3,3,Urban,2020,234998.711710056
2001,5,2,Urban,1959,307828.865239347
2765,4,3,Suburb,1987,371205.729390463
1763,3,2,Urban,1965,215992.403018249
